




2,13,33,41,53,58
3,13,19,28,34,40,48,55
6,11,16,26,36,46,55
7,26,43
8,43
8,38
8,38
8,38
8,38
8,33,53
13,28,43,53
1,8,13,21,35,43,51,58
10,15,21,38,50,58
13,23,31,48
3,16,36,46
3,35
16,58
48
